2018年12月22日（昼）,4468392,4189890,3910081,3522764,3306960,3278795,2801597,2662153,2739174,2430150,2430586,2357047,2279019,2278942,2238629,2295665,2148873,2155022,2162556,2061350,2058749,2024781,2070212,1929599,1878379,1947024,1809671,1870295,1822172,1735914,1723509,1680143,1684723,1672838,1698346,1629714,1648997,1579673,1590112,1595485,1533175,1619432,1472969,1546485,1408726,1367678,1343943,1346146,1319815,1317561,1344906,1318005,1317972,1326107,1305973,1320633,1327743,1269975,1291558,1385377,1293476,1261574,1332228,1253840,1269031,1267296,1267377,1277916,1235317,1217452,1267439,1211098,1171206,1167799,1187766,1154685,1134221,1165599,1149074,1135362,1211999,1125198,1109240,1113847,1082640,1131187,1080598,1084695,1051767,1054058,1090894,1070049,1038668,1031570,1064929,1021643,1001423,1036818,1023857,997057,978214,980552,977220,978089,992051,953652,997582,926966,910014,928019,912172,909752,898807,876647,950746,871574,952196,863007,852970,865553,868436,858582,895067,833102,856343,847104,843811,849429,854219,803713,805711,811510,784337,805584,792778,778122,782733,777475,796771,806420,767530,916412,772472,757401,762021,746130,777246,757228,731354,728795,740821,759880,720980,718351,724265,726510,805558,716507,711121,711937,707869,711247,713152,711096,730542,706478,691933,674898,667494,669851,671573,692146,652652,662975,675434,657409,666901,669441,651447,649615,654770,666465,664528,643525,654640,679775,646484,646312,634457,635672,636023,646505,631346,611114,621697,622929,649800,608358,621561,600326,598928,602033,597294,617610,594228,598967,595043,586872,577554,599661,692159,606101,600603,579468,602721,632296,589118,570237,582507,592897,569856,582062,573724,572463,571124,584194,629309,579244,569760,576957,573444,566671,563627,570849,559323,554827,564745,564226,542066,544245,557403,545544,550236,543671,561186,535462,552305,537427,536044,527341,531173,525988,535928,522206,596517,664175,519029,631771,515520,518316,509788,515952,552562,512817,525938,518271,501221,529762,503659,525499,496951,499591,495050,528436,489849,507128,494735,492596,496603,544688,507226,422169,486847,417856,399700,362151,367508,309606,278092,243182,234479,217767,210813,240896,169082,166697,168531,167961,171633,168404,153671,149156,154096,139726,132464,120973,122880,98781,98156,86869,82627,80662,72935,72980,71270,68524,64617,68617,64796,57915,55787,57823,50643,49883
2018年12月22日（夜）,4474782,4191332,3911919,3521015,3309894,3280823,2802753,2663107,2744418,2431956,2433770,2358478,2279155,2281254,2239871,2299598,2149905,2156371,2164609,2061817,2059660,2024899,2071709,1928981,1879157,1949798,1809916,1873763,1823005,1736828,1724673,1680940,1685171,1673789,1703296,1629828,1650115,1580251,1590971,1596290,1533812,1625867,1472401,1548972,1410235,1379430,1344536,1346533,1320306,1317687,1345651,1318315,1318575,1326876,1306633,1324166,1329046,1270172,1294476,1388037,1294242,1261787,1335984,1254253,1269983,1268752,1268018,1280383,1236054,1217720,1269245,1212922,1171979,1168843,1189537,1155608,1134217,1166374,1150026,1136613,1216067,1126410,1109968,1114758,1082914,1132651,1081450,1085532,1051852,1054328,1092677,1072009,1039394,1032000,1066697,1022033,1001606,1038707,1024723,998028,978395,985030,980651,979859,993974,954897,1001645,927229,909903,928801,912439,909875,899290,876563,952256,871767,956021,863296,852841,865777,869137,858917,896698,833252,857266,850624,845564,851910,854809,803775,806112,812536,784346,806196,792994,778324,783120,777826,798629,808133,767789,920002,773789,757609,762861,746167,779063,757525,731522,728966,741097,761226,721285,718410,724470,726512,807569,716905,711266,712873,708096,712375,713716,712386,731929,708236,692513,674994,667433,669934,671655,692898,652491,663097,681032,657408,667835,669947,651865,649704,655158,667694,664911,643778,654738,680973,647202,646861,634505,635848,636665,647355,631635,611188,621971,623297,651416,608650,622090,600408,599011,602124,597376,619946,594380,599311,595305,587041,577405,600020,697691,606786,604012,579571,603051,635083,589786,570081,582730,593542,569766,581616,573934,572656,571230,584968,630987,579962,570915,577169,574369,567041,563966,571338,559512,554805,565178,564966,541952,544447,557764,545670,551358,544022,564918,535654,552895,537596,536347,527886,531349,526181,536541,522363,597709,675024,519190,634349,515631,518692,510019,516337,554254,513083,526432,518510,501566,530298,503991,526249,497421,499981,495475,529262,490230,509718,495459,493306,497332,545690,509028,422181,491256,418286,399932,362104,368289,309796,278454,243387,234524,217824,210966,242708,169632,166712,168652,168016,172794,168663,153677,149168,154205,139742,132487,121009,123258,98731,98151,87041,82697,80858,72947,73045,71709,68532,64618,68806,64848,57913,55783,57890,50625,49862
2018年12月23日（昼）,4479118,4191935,3912804,3520567,3310810,3281542,2803444,2663717,2747448,2432661,2435056,2359083,2279301,2282589,2240562,2301010,2150462,2157205,2165897,2061976,2059952,2025167,2073155,1928587,1879397,1951034,1810009,1875192,1823331,1737530,1725167,1681322,1685396,1674255,1705116,1629841,1650447,1580638,1591427,1596823,1534143,1628596,1472110,1550846,1410802,1387113,1344755,1346751,1320504,1317666,1345895,1318462,1318763,1327058,1306838,1324619,1329684,1270116,1296863,1389968,1294847,1261783,1339078,1254606,1270922,1269564,1268436,1281056,1236373,1217845,1271000,1214044,1172336,1169196,1190234,1155936,1134152,1166539,1150533,1138904,1217548,1126917,1110233,1115434,1083064,1134181,1081811,1085869,1051853,1054602,1093334,1072788,1039707,1032215,1067598,1022236,1001696,1039363,1025118,998439,978436,986147,981704,980419,995073,955597,1003442,927325,909819,929088,912830,909959,899430,876661,952848,871879,957668,863406,852740,865962,870279,859159,897383,833357,857718,853830,847209,852766,855216,803852,806322,812855,784356,806507,793103,778423,783353,778002,798919,808739,767905,921548,775382,757631,763243,746159,779814,758289,731572,729034,741243,761967,721361,718421,724635,726506,808602,717055,711355,713445,708198,713015,714030,712706,732547,709089,692706,675022,667399,669971,671673,693396,652427,663170,682265,657406,668134,670242,651979,649751,655273,667839,665143,643915,654822,681406,647459,647110,634753,635932,637448,647699,631753,611258,622070,623999,651957,608783,622505,600453,599070,602156,597413,621658,594442,599496,595442,587066,577313,600208,700550,607176,606343,579585,603218,638763,590003,569967,582850,593932,569685,581559,574014,572807,571260,585292,632384,580173,571174,577213,574696,567231,564002,571532,559616,554787,565467,565243,541894,544528,557954,545853,551754,544202,566083,535782,553209,537663,536473,528064,531448,526282,536770,522646,598860,679530,519262,636739,515743,518823,510117,516496,554805,513238,526692,518705,501784,530736,504245,526625,497683,500178,495637,529831,490382,512063,495737,493700,497665,546160,510272,422171,495013,418593,400107,362101,368640,309886,278687,243516,234539,217854,211111,243547,170014,166721,168732,168035,173543,168832,153684,149167,154315,139753,132496,121130,123381,98724,98145,87059,82713,80870,72946,73089,71919,68532,64626,68889,64865,57913,55780,57922,50636,49859
2018年12月23日（夜）,4484725,4193242,3914518,3520345,3313161,3283282,2804588,2664996,2753258,2434669,2437569,2360233,2279276,2284562,2241803,2304057,2151827,2158389,2168328,2062431,2060656,2026142,2074799,1928013,1879994,1953264,1810250,1877819,1824065,1738615,1726236,1681969,1686014,1675215,1707988,1629959,1651176,1581259,1592277,1597943,1534831,1632146,1472004,1554816,1411713,1402678,1345132,1347349,1320811,1317882,1346615,1318743,1319217,1327516,1307263,1325431,1330739,1269701,1300859,1394222,1296244,1261863,1343501,1254740,1272544,1271462,1269218,1284035,1236898,1218132,1272756,1215839,1174363,1170014,1191045,1156683,1134103,1167198,1151513,1141417,1220008,1127772,1110608,1116633,1083239,1138490,1082484,1086641,1051887,1054839,1094697,1074583,1040472,1032527,1069127,1022501,1001904,1040635,1025996,999175,978592,988017,983211,981422,997188,956876,1005995,927545,909737,929600,912931,910068,900021,876664,955049,872083,960091,863614,852614,866349,876063,859696,898517,833566,858515,855968,850882,854274,855789,803928,806574,813478,784338,806956,793375,778573,783807,778297,799264,810769,768156,925630,777238,757769,763808,746204,781238,759118,731696,729214,741565,763271,721526,718488,724912,726460,810923,717432,711586,714481,708499,713937,714615,713364,733572,710387,693024,675122,667332,670042,671760,695214,652462,663293,684143,657439,668777,670817,652367,649871,655687,668970,665483,644088,654880,682607,648202,647547,634883,636122,638559,648290,632047,611559,622305,625020,652776,609056,623325,600559,599160,602273,597530,624634,594576,599869,595686,587181,577165,600530,704749,607842,614534,579604,603491,645254,590549,569823,583044,594322,569605,581623,574208,572984,571394,585934,634344,580655,571660,577341,575464,567452,564488,571983,559754,554773,565922,565752,541817,544668,558243,546531,553178,544559,568052,536038,553736,537820,536726,528361,531953,526484,537210,522964,599917,687314,519468,641601,515886,518959,510510,516932,555616,513550,527308,519090,502002,531278,504666,527461,498196,500577,495949,530160,490714,515005,496668,494451,498329,547267,512214,422178,499265,418901,400366,362071,369194,310065,279090,243661,234593,217920,211256,246227,170785,166602,168808,168063,174059,169275,153692,149164,154451,139779,132518,121260,123581,98703,98141,87078,82765,80913,72971,73237,72344,68564,64636,69037,64914,57907,55768,57971,50635,49830
2018年12月24日（昼）,4486535,4193539,3914940,3520202,3313669,3283687,2804992,2665367,2754353,2435093,2438189,2360678,2279375,2285461,2242188,2304908,2152154,2158725,2169243,2062552,2060827,2026376,2075326,1927764,1880579,1954104,1810355,1878535,1824313,1738850,1726512,1682145,1686248,1675617,1708665,1629969,1651231,1581486,1592624,1598228,1535121,1633496,1471956,1556113,1412164,1404144,1345196,1347462,1320960,1317784,1346795,1318786,1319327,1327588,1307345,1325628,1331244,1269559,1301624,1396543,1296716,1261864,1344878,1254584,1272944,1272208,1269476,1284811,1237178,1218256,1273482,1216612,1175971,1170198,1191383,1156974,1134045,1167217,1151677,1142072,1220838,1128086,1110984,1117121,1083338,1139809,1082647,1087063,1051881,1054953,1094920,1075021,1040608,1032649,1069794,1022577,1001940,1040985,1026373,999376,978627,988422,983676,981777,999044,957122,1006697,927602,909700,930890,913228,910104,900081,876529,958688,872177,960812,863663,852510,866495,878298,859823,898862,833619,858889,856869,852159,854669,856034,804334,806731,813654,784297,807143,793491,778625,783968,778369,799311,811196,768206,926332,777936,757797,763924,746197,781653,759603,731721,729224,741820,763903,721541,718497,725001,726481,811936,717453,711677,714724,708569,714422,714827,713542,733940,710799,693342,675152,667299,670064,671794,695753,652476,663341,684374,657421,668915,671010,652411,649890,655850,669045,665690,644178,655023,682921,648516,647742,634908,636188,638950,648488,632131,611637,622366,625208,653201,609153,623489,600566,599171,602296,597569,625677,594610,600056,595727,587154,577116,600630,706239,608112,617377,579595,603593,647539,590679,569720,583128,594500,569536,581742,574248,573508,571437,586063,634974,580769,571782,577377,575668,567514,564491,572055,559782,554764,566122,565905,541749,544690,558346,546712,553655,544696,568836,536240,553908,537850,536812,528418,531996,526535,537330,523005,599981,689809,519559,643545,515880,519326,510558,517207,556024,513628,527598,519254,502089,531507,504846,527709,498382,500779,496043,530461,490810,515531,496965,494834,498493,547751,512831,422166,501113,419003,400525,362059,369315,310115,279257,243703,234600,217938,211313,247434,171084,166630,168807,168084,174328,169431,153695,149160,154488,139787,132523,121318,123681,98693,98144,87091,82795,80917,72972,73373,72468,68581,64642,69081,64956,57905,55765,57990,50642,49824
2018年12月24日（夜）,4489135,4194336,3915883,3519017,3314933,3284600,2805609,2665950,2756372,2436420,2439552,2361498,2279474,2286996,2242740,2307083,2152364,2160262,2170532,2062749,2061215,2027122,2077020,1927337,1881230,1955462,1810517,1879920,1824962,1739369,1727198,1682494,1687162,1676179,1709855,1630005,1651692,1581888,1593572,1598875,1535427,1635641,1471892,1557814,1412759,1412363,1345383,1347752,1321332,1317809,1347177,1318928,1319568,1327652,1307605,1326045,1332031,1269620,1303247,1398865,1297399,1261808,1346862,1254757,1273789,1273318,1270041,1288237,1237459,1218305,1274580,1217522,1177946,1170555,1191806,1157640,1134031,1167622,1152043,1143602,1221669,1132649,1111354,1118039,1083596,1141823,1083080,1087699,1051954,1055168,1095689,1075969,1040948,1032960,1070854,1022758,1002190,1041811,1027092,999661,978768,988980,984457,982381,1003063,957812,1007583,927738,909680,938088,913364,910141,900232,876235,971815,872320,962091,863772,852393,866739,880552,860288,899490,833638,859627,857892,853391,855526,856645,804904,807399,813862,784282,807336,793607,778733,784250,778518,799322,811825,768359,928351,778982,757889,764198,746223,782347,760298,731819,729285,742496,764736,721738,718553,725219,726503,813713,717486,711773,715238,708775,714908,715189,713892,734566,711404,693671,675264,667252,670110,671817,696249,651912,663433,684749,657417,669222,671352,652614,649956,656241,669238,665935,645063,655219,684509,648750,648042,634858,636316,639648,648733,632348,611798,622428,625574,654238,609352,623778,600592,599234,602311,597609,626913,594702,600353,595841,587148,577003,600786,707902,608597,622110,579627,603695,650955,591004,569558,584011,594908,569493,594447,574346,576599,571513,586451,636169,581141,571802,577486,575999,567553,564612,572223,559843,554765,566480,566130,541676,544794,558498,546994,554163,544898,571390,536442,554246,537908,536960,528490,532215,526644,537624,523174,599845,694892,519720,645597,515947,519694,510690,517812,557326,513798,528363,519530,502239,531861,505072,528425,498569,501060,496301,531046,491031,516172,497380,495384,498880,548236,513704,422185,502678,419149,400812,362059,369530,310221,279425,243815,234614,217982,211380,248641,171523,166644,168828,168121,174749,169650,153678,149161,154554,139771,132546,121400,123749,98684,98150,87101,82839,80930,72986,73478,72720,68584,64651,69165,65044,57903,55757,58003,50626,49816
2018年12月25日（昼）,4490275,4194676,3916280,3518515,3315510,3284913,2805944,2666162,2757049,2436881,2440137,2362071,2279521,2287718,2243108,2308055,2152425,2166520,2171073,2062853,2061417,2027362,2078680,1927124,1881418,1956032,1810544,1880657,1825685,1739570,1727669,1682654,1687364,1676469,1710351,1629994,1651857,1582090,1594082,1599127,1535595,1636430,1471853,1558734,1413049,1414069,1345459,1347850,1321395,1317668,1347345,1318989,1319675,1327685,1307693,1326246,1332589,1269656,1303794,1400240,1297894,1261829,1347644,1254814,1273987,1273878,1270260,1289126,1237701,1218411,1275072,1219277,1179588,1170711,1192060,1157750,1133992,1167614,1152131,1144128,1222150,1134062,1111534,1118558,1083728,1142613,1083246,1087974,1051972,1055282,1095967,1076354,1041056,1033136,1071464,1022823,1002484,1042165,1027392,999991,978892,989157,984851,982594,1005351,958038,1008038,927799,909627,938225,913623,910145,900273,876333,977497,872397,962701,863900,852328,866839,881552,860634,899745,833644,859994,858594,854395,855833,856980,805186,807644,814265,784248,807524,793679,778797,784134,778595,799190,812057,768394,928937,779311,757928,764320,746222,782622,761086,731841,729297,742814,765243,721832,718562,725357,726501,814364,717447,711956,715519,708862,715268,715326,714087,734850,711616,693852,675278,667234,670136,671857,696556,651845,663481,684907,657408,669350,671501,652637,650011,656548,669308,666123,645121,655461,684885,648843,648199,634836,636389,639977,648855,632507,611875,622542,625740,654753,609414,623891,600587,599252,602318,597626,627593,594734,600489,595902,587120,576958,600913,709011,608874,623524,579619,603775,652594,591051,569470,584240,595045,569451,597169,574408,578244,571541,587081,637006,581248,571836,577529,576136,567583,564642,572282,559881,554771,566620,566279,541634,544813,558520,547086,554451,544970,572312,536564,554382,537948,537016,528511,532261,526679,537733,523261,602378,697559,519830,646787,515959,519935,510732,517965,557950,513883,528654,519626,502299,532018,505104,529114,498610,501199,496409,531277,491107,516446,497528,495668,499025,548474,514334,422169,503508,419213,401044,362071,369655,310364,279511,243873,234607,217993,211403,249039,171689,166649,168835,168138,175027,169766,153677,149164,154594,139778,132547,121442,123763,98681,98145,87101,82863,80930,72986,73526,72801,68587,64656,69254,65068,57899,55757,58013,50608,49814
2018年12月25日（夜）,4492870,4195456,3916996,3518154,3316827,3285798,2806616,2667044,2758437,2437968,2441644,2363052,2279569,2289340,2243901,2310368,2152936,2171463,2172017,2063092,2061803,2028330,2080341,1926680,1882012,1957197,1810635,1882499,1827337,1739931,1728933,1683117,1687824,1677039,1711468,1630047,1652225,1582390,1594786,1599793,1536127,1637862,1471794,1560205,1413732,1416237,1345756,1348203,1321544,1318999,1347707,1319171,1319936,1327921,1307925,1326648,1333503,1269675,1304948,1402615,1298390,1261857,1349191,1254917,1274539,1275127,1270784,1292030,1238058,1218732,1276655,1221032,1181300,1171065,1192549,1158058,1133929,1167976,1152401,1144903,1223167,1138005,1111991,1119497,1084048,1144426,1083732,1088543,1052010,1055558,1096745,1077306,1041331,1033448,1072774,1022990,1002929,1043112,1028118,1000604,979943,989608,985343,983162,1007161,958684,1009139,927925,909582,938197,913762,910208,900398,876261,987060,872562,963894,864368,852214,867115,883111,860949,900256,833881,860750,860624,856514,856533,857422,805255,808159,815604,784314,807640,793889,778929,784291,778766,805175,812519,768554,931911,779917,757997,764597,746271,783213,762962,731867,729370,743358,766756,722039,718628,725578,727010,815357,717408,712132,716042,709051,715793,715759,714539,735550,712047,694298,675265,667178,670160,671898,696778,651805,663560,685311,657381,669653,671635,652813,650137,656855,670124,666391,645275,655602,685367,648996,648513,635434,636519,640307,649183,632760,611978,622804,626050,656222,609564,624228,600585,599306,602470,597753,628670,594822,600765,596036,587113,576846,601104,711182,609524,625189,579607,603883,655340,591364,569359,584469,595340,569345,602565,574535,582615,571533,587711,636611,581625,571965,577659,576415,567669,564749,572489,559969,554760,567242,566593,541560,544942,558653,547345,554948,545082,572819,536738,554688,538027,537169,528610,532726,526797,537959,523461,603229,702264,520020,648931,516072,520290,510872,518334,558999,514035,529225,519897,502462,532414,505286,529797,498821,501533,496594,532961,491299,516548,497950,496043,499267,548987,515435,422168,504660,419400,401321,362073,369927,310508,279853,244000,234629,218054,211491,249889,171982,166659,168868,168186,175167,169971,153687,149164,154665,139788,132591,121489,123988,98657,98137,87110,82935,80930,72986,73609,72944,68590,64660,69560,65105,57895,55755,58043,50604,49826
2018年12月26日（昼）,4493805,4195793,3917361,3517980,3317359,3286210,2806983,2667390,2759038,2438579,2442198,2363581,2279606,2290122,2244222,2312083,2153085,2172648,2172452,2062982,2061978,2028539,2081264,1926356,1882578,1957741,1810623,1883391,1829105,1740110,1729183,1683304,1687982,1677609,1712002,1630046,1652411,1582636,1595114,1600024,1536319,1638646,1471753,1561049,1414037,1418556,1345864,1348310,1325110,1319855,1347859,1319245,1320058,1327866,1308017,1326844,1334291,1269685,1305255,1404329,1298763,1261876,1349899,1254974,1274780,1275612,1271056,1292994,1238115,1218970,1277434,1223468,1182433,1171251,1192843,1158157,1133901,1168076,1152495,1145039,1223542,1139499,1112187,1120104,1084152,1145072,1083941,1088873,1052026,1055791,1096967,1077769,1041426,1033613,1073511,1023030,1003145,1043673,1028870,1000810,980489,989852,985602,983426,1007910,958926,1009844,927977,909562,938218,913900,910225,900452,876253,990340,872694,964437,864500,852120,867269,883487,861059,900500,833974,861149,861479,857758,856781,857728,805265,808373,816045,784338,807755,793956,779001,784406,778873,810987,812682,768613,932415,780158,758371,764681,746292,783513,764165,731850,729387,743561,767493,722148,718602,725709,726984,815988,717327,712244,716473,709110,716028,715957,714734,735926,712280,694559,675287,667141,670560,671933,696834,651760,663600,685630,657373,669765,671768,652866,650184,657092,670242,666574,645337,655729,685530,649130,648667,636044,636591,640403,649358,632873,611990,622977,626219,656591,609670,624365,600572,599329,602530,597812,629117,594852,600896,596097,587090,576785,601206,712526,609943,625940,579594,603960,656588,591444,569284,584824,595513,569269,599971,574576,583586,571546,588059,636947,581756,572096,577698,576512,567712,564791,572492,560008,554763,567745,566721,541526,545001,558749,547434,555093,545163,573134,536775,554845,538060,537246,528623,532818,526866,538056,523515,602974,704250,520089,650323,516099,520442,510912,518469,559293,514187,529487,520072,502547,532719,505442,530008,498940,501709,496672,534510,491392,516542,497910,496254,499386,549309,516243,422163,505324,419472,401484,362089,370041,310581,279981,244085,234634,218068,211511,250243,172085,166663,168901,168248,175341,170124,153686,149160,154708,139817,132601,121516,124323,98648,98138,87113,82976,80938,72989,73660,73082,68594,64662,70011,65114,57894,55755,58057,50594,49829
2018年12月26日（夜）,4495248,4196630,3918352,3517756,3318827,3287215,2807664,2668289,2760620,2439983,2443980,2364410,2279413,2292385,2244919,2315475,2153556,2173640,2173270,2063210,2062468,2029103,2083936,1925904,1883365,1966814,1810692,1886203,1833327,1740535,1729621,1683641,1688609,1679068,1713208,1630081,1652807,1583035,1595657,1600751,1536876,1640488,1471715,1562594,1414648,1423879,1346149,1348572,1333535,1324633,1348207,1319445,1320316,1328110,1308334,1327274,1335080,1269802,1306087,1406863,1299407,1261937,1351361,1255054,1275531,1276710,1271716,1295861,1238923,1219252,1278830,1225103,1183699,1171632,1193419,1158379,1133887,1168603,1152902,1145499,1225045,1141269,1112723,1122133,1084282,1146349,1084512,1089359,1052102,1056072,1097444,1078988,1041716,1034075,1074704,1023062,1003669,1045965,1030387,1001383,981748,990338,986210,984003,1009083,959514,1010904,928138,909503,938357,913901,910275,900677,876076,995325,872843,965476,864818,852027,867617,884178,861358,900931,834011,862124,863948,859294,857284,858051,805301,808854,822324,784351,808010,794143,779085,784563,779093,819644,813127,768774,934294,780637,758854,764900,746425,783829,766490,731908,729524,743863,768808,722397,718855,725889,726896,817224,717408,712492,717118,709265,716503,716567,715210,736558,712718,694821,675363,667087,671249,672021,697047,651727,663760,686978,657403,670118,671941,653123,650254,657589,671074,666918,645669,655816,686208,649530,649028,636707,636772,640792,649721,633067,612001,623148,626543,657019,609842,624779,600568,599409,602647,597931,629787,594942,601186,596264,587178,576662,601509,714535,610988,627097,579632,604163,658901,591701,569147,585013,595905,568400,599015,574710,586218,571712,588609,637844,582191,572227,577848,576856,567768,564928,572613,560126,554735,568723,566978,541440,545228,558886,547635,555432,545295,573824,536927,555171,538140,537371,528778,533028,526995,538667,523677,601066,709080,520179,652743,516209,520864,511161,518788,559995,514389,530083,520446,502664,533227,505825,530497,499236,502457,496869,536141,491592,516757,498292,496839,500116,549794,517067,422169,506579,419623,401741,362108,370322,310718,280260,244170,234662,218095,211568,251584,172321,166739,168968,168312,175575,170424,153686,149173,154808,139807,132653,121573,124365,98634,98142,87133,83033,80945,72994,73713,73300,68590,64671,70828,65143,57889,55751,58076,50585,49825
2018年12月27日（昼）,4495841,4197050,3918811,3517618,3319402,3287724,2808018,2668641,2761283,2440484,2444736,2364847,2279321,2293309,2245290,2316899,2153773,2174033,2173683,2063301,2062612,2029408,2085591,1925652,1883501,1970958,1810700,1887070,1834859,1740687,1729853,1683818,1688887,1679979,1714253,1630089,1652938,1583203,1596212,1600996,1537210,1641774,1471704,1563723,1414958,1423981,1346241,1348733,1333831,1325804,1348419,1319512,1320405,1328108,1308428,1327425,1336072,1269806,1306401,1408203,1299717,1261985,1352072,1255103,1275763,1277285,1272030,1296557,1239238,1219440,1279391,1225782,1184523,1171796,1193714,1158480,1133897,1168687,1153022,1145716,1226146,1142346,1112970,1122933,1084367,1146958,1084717,1089653,1052091,1056341,1097684,1079449,1041824,1034280,1075228,1023323,1003886,1046493,1030988,1001603,982091,990522,986501,984303,1011421,959755,1011587,928189,909476,938445,914152,910303,900760,875975,996665,872895,965953,864891,851949,867803,884438,861458,901146,833997,862581,864760,860010,857474,858300,805843,809018,824035,784333,808171,794222,779153,784668,779200,824002,813417,768836,934674,780849,759076,765058,746431,783957,767919,731924,729555,744024,769454,722463,719013,725974,726852,817983,717414,712559,717387,709317,716705,716896,715526,736877,712957,694933,675388,667061,671540,672053,697137,651699,663795,687309,657390,670262,672037,653183,650280,657787,671154,667212,646137,655923,686377,649734,649219,636677,636832,640944,650083,633160,612006,623252,626687,657189,609906,624995,600572,599448,602691,597966,630108,594981,601340,596323,587166,576611,601649,716160,611165,627730,579648,604259,660106,591792,569059,585152,596149,567434,598763,574747,586729,571801,588792,638448,582297,572425,577905,576987,567793,564972,572659,560151,554727,569105,567113,541408,546556,558919,547718,555540,545354,574513,536997,555316,538151,537462,528831,533101,527052,538927,523791,598594,711256,520283,654026,516224,520986,511204,518907,560260,514470,530339,520605,502713,533462,505967,530694,499384,502921,496956,536707,491719,516775,498494,497166,500463,550012,517462,422181,508840,419737,401875,360557,370422,310770,280375,244232,234666,218112,211581,252430,172418,166747,168996,168337,175756,170554,153686,149178,154866,139799,132663,121609,124382,98630,98141,87140,83068,80943,73004,73751,73422,68592,64677,71304,65156,57887,55751,58090,50586,49821
2018年12月27日（夜）,4496909,4197987,3919884,3517411,3320860,3288921,2808622,2669178,2762862,2441510,2446231,2365757,2279236,2295135,2245987,2320051,2154138,2174655,2174349.333,2063542,2062840,2029713,2088018,1925155,1884464,1977883,1810734,1888969,1836391,1742452,1730364,1684130,1689295,1680891,1717624,1630114,1653365,1583599,1597092,1601599,1537801,1643931,1471718,1566476,1416253,1429226,1346527,1348894,1335440,1328100,1348744,1319686,1320741,1328416,1308807,1327797,1336961,1269880,1307054,1412103,1300368,1262070,1353605,1255272,1276299,1278367,1272726,1299539,1239679,1219780,1281465,1226914,1185394,1172208,1194009,1158594,1133888,1169265,1153285,1146237,1227248,1144052,1113531,1124235,1084707,1147567,1085328,1090412,1052088,1056672,1098211,1080643,1042065,1034740,1076538,1023584,1004287,1047613,1032320,1002208,982567,990986,987313,985400,1014015,960334,1012868,928338,909422,938547,914157,910522,900918,875729,999368,873036,966904,865064,851825,868102,885020,861972,901452,834028,863551,866234,861396,857864,858898,806047,809381,826826,784323,808424,794432,779221,785072,779569,828132,813708,768972,935561,781278,759326,765217,746278,784388,770160,731989,729643,744311,770635,722684,719182,726212,727793,820310,717493,712862,717895,709464,717113,717572,715843,737665,713387,695306,675491,667012,671990,672145,697352,651686,663895,687895,657363,670607,672220,653369,650307,658049,672016,667563,647121,656294,687009,649995,649554,636647,637025,641051,651282,633281,612025,623416,626877,657875,610048,625358,600583,599502,602785,598072,630936,595058,601664,596501,587193,576498,602175,717785,611625,628747,579676,604488,662578,592180,568937,585291,596560,567121,598416,574882,587988,571937,589233,639359,582618,572820,578046,577509,567873,565075,572947,560231,554710,569789,567313,541321,549118,559064,547992,555779,545455,575203,537151,555590,538224,537653,528931,533367,527185,539480,523906,596440,716749,520405,656018,516319,521164,511308,519210,561641,514688,530924,520933,502851,534025,506204,531139,499400,503596,497180,537910,495994,516405,498696,497804,501003,550639,518851,422193,511592,420054,402093,359006,370683,310838,280616,244351,234700,218148,211660,255524,172428,166799,169042,168425,175981,170777,153686,149183,154939,139792,132680,121657,124418,98626,98127,87154,83164,80934,73022,73802,73544,68603,64683,72359,65178,57882,55750,58099,50582,49818
